x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,receiver_type_0_TE,receiver_type_0_QB,receiver_type_0_RB,receiver_type_0_FB,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,receiver_type_1_TE,receiver_type_1_QB,receiver_type_1_RB,receiver_type_1_FB,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_WR,receiver_type_2_TE,receiver_type_2_QB,receiver_type_2_RB,receiver_type_2_FB,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_WR,receiver_type_3_TE,receiver_type_3_QB,receiver_type_3_RB,receiver_type_3_FB,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4_WR,receiver_type_4_TE,receiver_type_4_QB,receiver_type_4_RB,receiver_type_4_FB,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
49.41,8.82,5.95,3.59,104.68,18.02355403354177,1,0,0,0,0,52.19,8.69,1.8,5.94,349.76,52.18,8.54,1.08,6.3,343.0,47.46,14.13,3.59,2.0,95.73,12.498211872103944,1,0,0,0,0,51.34,14.64,3.44,0.74,208.59,51.29,14.98,3.46,0.72,207.24,40.89,20.23,3.97,3.38,115.97,4.174805384685613,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,47.27,36.89,4.54,1.98,66.8,14.347856982838938,1,0,0,0,0,52.98,37.86,3.93,1.32,312.74,53.04,37.47,4.03,1.31,317.91,48.16,44.79,5.24,3.43,79.58,21.89701577841145,0,1,0,0,0,51.82,43.43,0.82,1.09,247.24,51.79,43.35,0.92,0.93,249.52,40.28,24.36,114.26,2.06,278.3,0.33,1.0,1
50.02,8.77,6.35,3.12,108.61,18.522972223701036,1,0,0,0,0,52.19,8.69,1.8,5.94,349.76,52.18,8.54,1.08,6.3,343.0,47.79,13.97,3.77,1.44,99.52,12.970312255300563,1,0,0,0,0,51.38,14.3,3.42,0.76,210.35,51.34,14.64,3.44,0.74,208.59,40.77,19.83,4.36,2.92,115.97,4.621796187630952,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,47.7,37.07,4.73,1.39,65.59,14.784901081846984,1,0,0,0,0,52.98,37.86,3.93,1.32,312.74,52.91,38.24,3.8,1.4,304.59,48.71,44.85,5.72,3.25,81.98,22.196382588160624,0,1,0,0,0,51.82,43.43,0.82,1.09,247.24,51.79,43.35,0.92,0.93,249.52,40.08,24.4,116.98,2.03,278.9,0.06,1.0,1
50.67,8.73,6.66,2.42,107.9,19.050304459509302,1,0,0,0,0,52.19,8.69,1.8,5.94,349.76,52.18,8.54,1.08,6.3,343.0,48.14,13.81,3.88,0.91,100.84,13.454070016169826,1,0,0,0,0,51.38,14.3,3.42,0.76,210.35,51.44,13.97,3.34,0.8,209.13,40.66,19.38,4.74,2.8,117.36,5.10988258182123,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,48.14,37.26,4.78,0.6,61.23,15.258980962043301,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.98,37.86,3.93,1.32,312.74,49.3,44.92,6.08,2.64,79.91,22.551640738536076,0,1,0,0,0,51.82,43.43,0.82,1.09,247.24,51.86,43.49,0.69,1.35,243.55,39.88,24.43,123.34,1.97,279.33,0.42,1.0,1
51.35,8.69,6.91,1.79,104.31,19.606514223594157,1,0,0,0,0,52.19,8.69,1.8,5.94,349.76,52.18,8.54,1.08,6.3,343.0,48.48,13.62,3.93,0.91,106.79,13.949695337174928,1,0,0,0,0,51.38,14.3,3.42,0.76,210.35,51.44,13.97,3.34,0.8,209.13,40.55,18.9,5.11,2.91,115.83,5.624597763396065,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,48.58,37.44,4.79,0.63,59.02,15.726881445474174,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.98,37.86,3.93,1.32,312.74,49.93,45.0,6.5,2.37,74.7,22.946557476013695,0,1,0,0,0,51.86,43.49,0.69,1.35,243.55,51.9,43.54,0.61,1.45,242.02,39.7,24.46,127.64,1.87,280.73,0.77,1.0,1
52.05,8.65,7.09,1.14,105.81,20.198339040624106,1,0,0,0,0,52.19,8.69,1.8,5.94,349.76,52.18,8.54,1.08,6.3,343.0,48.81,13.4,3.99,1.56,111.02,14.46818578813529,1,0,0,0,0,51.44,13.97,3.34,0.8,209.13,51.5,13.64,3.27,0.9,209.13,40.45,18.37,5.44,2.59,109.24,6.198653079500416,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,49.03,37.6,4.7,1.43,59.86,16.182088863926065,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.85,38.61,3.7,1.35,299.55,50.6,45.1,6.79,1.89,73.68,23.385997947489862,0,1,0,0,0,51.9,43.54,0.61,1.45,242.02,51.95,43.57,0.57,1.44,240.63,39.53,24.5,130.87,1.69,281.67,1.16,1.0,1
52.77,8.6,7.23,0.6,109.61,20.816457431561215,1,0,0,0,0,52.4,8.67,2.25,4.38,321.71,52.52,8.89,2.9,3.02,303.82,49.12,13.14,4.03,2.19,117.24,14.993151770058223,1,0,0,0,0,51.5,13.64,3.27,0.9,209.13,51.56,13.32,3.24,0.89,210.4,40.38,17.79,5.87,2.75,99.72,6.815254947542318,0,0,0,1,0,41.78,21.8,0.74,1.53,35.64,41.87,21.77,0.8,1.57,40.39,49.47,37.72,4.58,2.18,63.11,16.61282937972939,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.85,38.61,3.7,1.35,299.55,51.28,45.21,7.05,1.66,73.68,23.86441912136141,0,1,0,0,0,51.95,43.57,0.57,1.44,240.63,51.9,43.54,0.61,1.45,242.02,39.37,24.53,136.83,1.55,281.76,1.26,1.0,1
53.48,8.53,7.18,0.81,114.22,21.447330836260257,1,0,0,0,0,53.54,8.58,1.39,0.86,284.72,53.43,8.67,1.43,0.97,283.83,49.41,12.86,4.07,2.6,122.89,15.50781093513846,1,0,0,0,0,51.56,13.32,3.24,0.89,210.4,51.63,13.01,3.22,0.83,212.15,40.33,17.19,6.14,2.53,99.72,7.443231824953458,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.78,21.8,0.74,1.53,35.64,49.92,37.82,4.46,2.75,71.75,17.046492307803387,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.85,38.61,3.7,1.35,299.55,51.99,45.33,7.26,1.38,72.52,24.39018860115682,0,1,0,0,0,52.06,43.59,0.54,1.02,239.27,52.0,43.58,0.56,1.32,239.27,39.22,24.55,145.03,1.43,279.88,1.24,1.0,1
54.18,8.42,7.04,1.89,124.46,22.102728338374877,1,0,0,0,0,54.21,8.3,0.8,0.93,295.11,54.13,8.3,0.91,0.98,292.35,49.68,12.54,4.17,3.16,135.64,16.027133243347045,1,0,0,0,0,51.63,13.01,3.22,0.83,212.15,51.7,12.69,3.16,0.86,214.86,40.3,16.56,6.37,2.29,98.05,8.100876495787356,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.78,21.8,0.74,1.53,35.64,50.35,37.87,4.37,3.28,75.97,17.426347867525195,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.85,38.61,3.7,1.35,299.55,52.73,45.46,7.52,1.18,68.69,24.948781533373527,0,1,0,0,0,52.32,43.53,0.28,1.19,252.47,52.16,43.57,0.48,0.71,237.45,39.09,24.57,149.5,1.34,278.15,1.12,1.0,1
54.86,8.29,6.81,3.13,137.14,22.7705950734714,1,0,0,0,0,54.91,8.3,0.48,0.43,270.94,54.89,8.35,0.51,0.16,270.15,49.92,12.19,4.22,3.43,151.21,16.549368568014916,1,0,0,0,0,51.7,12.69,3.16,0.86,214.86,51.78,12.39,3.1,0.85,219.38,40.31,15.9,6.62,2.35,93.53,8.794236749144295,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.78,21.8,0.74,1.53,35.64,50.79,37.87,4.29,3.94,88.64,17.78503022207159,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.85,38.61,3.7,1.35,299.55,53.47,45.6,7.66,0.81,68.69,25.533511313565942,0,1,0,0,0,52.38,43.5,0.4,0.69,249.86,53.28,43.24,2.18,3.17,280.24,38.96,24.59,148.52,1.23,274.74,1.11,1.0,1
55.51,8.14,6.57,4.18,146.48,23.41277642655821,1,0,0,0,0,55.34,8.4,0.65,0.91,306.8,55.29,8.36,0.48,0.6,309.08,50.13,11.83,4.24,3.02,166.96,17.031030503172733,1,0,0,0,0,51.85,12.09,3.05,0.84,223.79,51.78,12.39,3.1,0.85,219.38,40.34,15.22,6.78,2.29,88.15,9.48772891686941,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.78,21.8,0.74,1.53,35.64,51.22,37.81,4.31,4.29,106.37,18.10484189381393,1,0,0,0,0,52.91,38.24,3.8,1.4,304.59,52.98,37.86,3.93,1.32,312.74,54.24,45.74,7.77,0.48,68.69,26.156731447182004,0,1,0,0,0,54.75,43.38,3.72,2.57,335.15,55.12,43.48,4.0,2.5,344.8,38.85,24.59,149.17,1.06,272.33,1.21,1.0,1
56.12,7.94,6.27,5.54,162.73,24.053941464965778,1,0,0,0,0,55.8,8.68,1.56,1.81,292.24,55.67,8.62,1.27,1.39,294.53,50.33,11.46,4.14,2.37,181.54,17.500337139609623,1,0,0,0,0,51.93,11.8,2.99,0.77,229.27,51.85,12.09,3.05,0.84,223.79,40.4,14.54,6.87,2.34,79.84,10.182931797866468,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.78,21.8,0.74,1.53,35.64,51.64,37.69,4.41,4.19,120.98,18.371292823315404,1,0,0,0,0,52.98,37.86,3.93,1.32,312.74,52.91,38.24,3.8,1.4,304.59,55.0,45.9,7.85,0.55,72.53,26.792791941117297,0,1,0,0,0,55.94,43.79,4.63,2.52,3.26,55.52,43.62,4.32,2.55,350.26,38.76,24.59,141.52,0.87,269.49,1.37,1.0,1
56.69,7.7,6.03,6.38,179.64,24.69073105438557,1,0,0,0,0,56.37,8.86,2.37,2.03,273.77,56.61,8.92,2.6,1.94,269.06,50.5,11.1,3.86,2.01,219.85,17.93578824585081,1,0,0,0,0,52.01,11.51,2.91,0.81,233.42,51.93,11.8,2.99,0.77,229.27,40.49,13.86,6.91,2.18,75.17,10.881589957354578,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.98,21.76,0.98,1.86,54.44,52.08,37.53,4.64,3.99,132.31,18.62803263900941,1,0,0,0,0,52.98,37.86,3.93,1.32,312.74,53.04,37.47,4.03,1.31,317.91,55.79,46.06,8.01,0.37,72.53,27.45383397633198,0,1,0,0,0,56.85,44.19,5.27,2.37,4.22,56.39,43.98,4.99,2.57,0.81,38.68,24.59,129.82,0.69,267.14,1.42,1.0,1
57.21,7.41,5.68,7.34,189.31,25.298721311560392,1,0,0,0,0,56.88,8.98,2.86,1.93,261.66,56.61,8.92,2.6,1.94,269.06,50.65,10.76,3.48,3.08,244.18,18.315916575481552,1,0,0,0,0,52.09,11.23,2.84,0.88,239.92,52.17,10.96,2.77,0.89,247.2,40.6,13.18,6.9,2.1,71.94,11.568962788426626,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.98,21.76,0.98,1.86,54.44,52.51,37.31,4.95,3.78,154.46,18.833674628175988,1,0,0,0,0,53.04,37.47,4.03,1.31,317.91,53.1,37.06,4.15,1.24,323.25,56.59,46.22,8.08,0.3,74.16,28.122076736969483,0,1,0,0,0,57.35,44.43,5.56,2.0,6.34,57.87,44.68,5.9,1.79,9.49,38.63,24.58,120.2,0.49,254.67,1.6,1.0,1
57.64,7.06,5.49,7.25,199.91,25.867982140089705,1,0,0,0,0,57.17,9.04,3.06,1.65,252.71,57.49,9.09,3.42,1.95,241.26,50.8,10.48,2.87,4.25,254.24,18.636804983687515,1,0,0,0,0,52.17,10.96,2.77,0.89,247.2,52.25,10.7,2.7,0.92,253.04,40.74,12.5,6.84,2.16,66.58,12.250146937894254,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.98,21.76,0.98,1.86,54.44,52.95,37.05,5.17,3.46,158.35,19.03180758624887,1,0,0,0,0,53.1,37.06,4.15,1.24,323.25,53.04,37.47,4.03,1.31,317.91,57.38,46.38,8.06,0.61,76.48,28.79542498384075,0,1,0,0,0,57.87,44.68,5.9,1.79,9.49,58.42,44.93,6.16,1.66,11.95,38.59,24.56,124.11,0.38,232.69,1.62,1.0,1
58.0,6.65,5.39,6.86,207.73,26.383422825706294,1,0,0,0,0,57.49,9.09,3.42,1.95,241.26,57.84,9.15,3.66,1.73,232.94,50.94,10.27,2.3,4.95,271.6,18.856961579215245,1,0,0,0,0,52.25,10.7,2.7,0.92,253.04,52.32,10.45,2.61,0.98,257.72,40.89,11.84,6.69,2.37,63.18,12.886908085339943,0,0,0,1,0,41.87,21.77,0.8,1.57,40.39,41.98,21.76,0.98,1.86,54.44,53.4,36.75,5.49,3.0,167.91,19.207003930858136,1,0,0,0,0,53.17,36.65,4.25,1.27,327.51,53.1,37.06,4.15,1.24,323.25,58.18,46.54,8.06,0.81,79.72,29.472843432556687,0,1,0,0,0,58.99,45.18,6.34,1.5,10.57,58.42,44.93,6.16,1.66,11.95,38.59,24.52,127.05,0.4,183.95,1.91,1.0,1
58.3,6.21,5.3,6.3,219.75,26.84694768497901,1,0,0,0,0,57.84,9.15,3.66,1.73,232.94,57.49,9.09,3.42,1.95,241.26,51.09,10.13,1.82,5.42,289.58,19.002612978219602,1,0,0,0,0,52.32,10.45,2.61,0.98,257.72,52.25,10.7,2.7,0.92,253.04,41.07,11.21,6.5,2.56,59.6,13.47642756816509,0,0,0,1,0,41.98,21.76,0.98,1.86,54.44,41.87,21.77,0.8,1.57,40.39,53.87,36.41,5.77,2.42,174.03,19.382210916198385,1,0,0,0,0,53.97,36.33,1.55,3.12,280.32,54.02,36.5,1.81,3.0,281.39,58.97,46.7,8.01,1.07,82.02,30.15206792244937,0,1,0,0,0,59.59,45.43,6.56,1.46,10.57,58.99,45.18,6.34,1.5,10.57,38.61,24.46,127.05,0.68,154.3,2.23,1.0,1
58.52,5.73,5.2,5.91,239.16,27.244120466625457,1,0,0,0,0,57.84,9.15,3.66,1.73,232.94,58.22,9.21,3.88,1.48,223.39,51.24,10.09,1.53,5.83,302.06,19.03839541558059,1,0,0,0,0,52.32,10.45,2.61,0.98,257.72,52.4,10.21,2.45,1.21,262.91,41.26,10.6,6.23,2.87,55.23,14.023138022568272,0,0,0,1,0,51.63,13.01,3.22,0.83,212.15,51.7,12.69,3.16,0.86,214.86,54.34,36.06,6.02,1.83,178.6,19.55210474603694,1,0,0,0,0,54.22,35.78,1.36,1.05,262.83,54.11,35.86,1.29,1.79,267.61,59.75,46.85,7.93,1.32,84.25,30.817024515679645,0,1,0,0,0,60.22,45.66,6.73,1.59,10.57,59.59,45.43,6.56,1.46,10.57,38.66,24.38,136.27,0.99,146.77,2.33,1.0,1
