x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0,route_ran_0,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1,route_ran_1,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2,route_ran_2,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3,route_ran_3,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4,route_ran_4,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,yardsToGo,down,yardLine,result
36.959999999999994,9.779999999999994,4.01,1.17,86.94,16.07788854296484,WR,GO,38.94,9.61,0.56,1.24,44.91999999999996,38.95,9.669999999999995,0.61,1.37,35.33000000000004,32.28,22.349999999999998,2.55,3.61,86.44,3.034633421024689,TE,ANGLE,32.61,20.209999999999994,3.76,0.38,328.68,32.97,20.29,3.65,0.72,331.65,29.560000000000002,22.509999999999998,1.22,1.15,80.19999999999999,1.7415510328439996,RB,ANGLE,29.510000000000005,22.729999999999997,1.64,0.45,59.629999999999995,29.349999999999994,22.659999999999997,1.56,0.6,51.97000000000003,33.019999999999996,36.17,4.42,2.63,121.11000000000001,12.35311296799313,WR,SCREEN,35.92,33.76,4.44,1.37,41.89999999999998,36.209999999999994,34.11,4.42,1.23,41.89999999999998,35.33,42.5,2.65,2.44,100.37,19.072283554939087,WR,SCREEN,38.42,40.69,7.28,2.92,27.840000000000032,38.78,41.36,7.55,3.05,30.689999999999998,29.89,24.22,57.02999999999997,0.92,348.01,0.22,0,10,1,25,11
58.37,19.349999999999994,8.46,1.21,77.42000000000002,21.381873163967644,WR,GO,57.84,20.739999999999995,0.07,0.9,268.03,57.84,20.739999999999995,0.04,0.9,265.35,42.5,33.28999999999999,1.27,1.93,42.94999999999999,3.6173194495371783,TE,FLAT,42.95,33.879999999999995,2.13,0.62,229.43,42.790000000000006,33.989999999999995,1.89,1.21,225.57999999999998,58.14,39.0,6.45,5.29,145.3,19.879932092439347,WR,IN,54.44,39.72,1.67,0.51,54.06999999999999,54.47,39.879999999999995,1.65,0.43,51.370000000000005,51.93000000000001,45.94,6.35,2.15,142.99,19.388873097733146,WR,GO,53.64,42.91,1.15,1.46,240.37,53.53,42.849999999999994,1.19,1.23,239.06,,,,,,,,,,,,,,,,,,,40.150000000000006,30.539999999999996,77.01999999999998,1.14,352.61,0.39,0,10,1,36,12
64.03999999999999,9.79,7.5,2.29,86.00999999999999,24.473373286083795,WR,GO,66.66,12.049999999999997,6.5,3.24,164.39,67.1,11.549999999999997,6.72,2.84,163.30999999999995,67.74000000000001,12.82,7.61,3.28,62.44999999999999,24.472991235237277,WR,POST,67.46000000000001,12.699999999999996,1.26,0.46,283.2,67.52000000000001,12.599999999999994,1.23,0.44,284.63,55.75,36.0,2.28,1.13,155.81999999999994,7.887116076234714,TE,SCREEN,55.099999999999994,36.55,4.67,1.7,28.399999999999977,54.8,36.17999999999999,4.74,1.45,31.720000000000027,65.59,41.68,5.36,1.72,78.31,19.02256029034999,WR,GO,65.83,40.4,0.12,0.68,208.35,65.84,40.4,0.13,0.48,214.82,,,,,,,,,,,,,,,,,,,50.459999999999994,30.15,66.51999999999998,2.31,297.33,2.01,0,10,1,48,20
79.94,10.809999999999995,1.55,3.4,286.0,21.32099903850662,WR,FLAT,79.85,10.769999999999996,3.33,2.51,318.48,79.84,10.879999999999995,4.2,3.73,262.82,86.47,16.61,2.72,4.69,288.65999999999997,21.116933963054397,WR,HITCH,85.97,16.619999999999997,3.52,3.3,239.87,86.08,16.959999999999994,3.7,2.88,235.97,77.88,31.47,4.82,4.75,341.81,8.31241240555352,RB,OUT,78.44,31.539999999999996,0.7,0.49,348.56,78.45,31.459999999999997,0.72,0.53,346.49,78.94,32.03999999999999,4.42,3.41,203.32,9.48013185562311,TE,ANGLE,78.5,32.03999999999999,0.72,0.41,338.43,78.5,31.97,0.72,0.34,339.81,86.33,46.849999999999994,0.54,5.99,206.32,23.927300307389466,FB,HITCH,85.06,46.81999999999999,0.01,0.54,244.98000000000002,85.05,46.81999999999999,0.08,0.48,249.87,69.78999999999999,29.56,167.88,1.1,87.64999999999998,0.37,0,10,1,32,3
41.73,13.13,7.27,0.51,80.32,22.78026558229732,TE,GO,42.16,14.27,6.59,0.5,73.35,42.75,13.99,6.53,0.81,69.69,38.29,17.91,2.05,5.32,346.57,16.970919244401582,WR,HITCH,37.63,16.37,5.28,4.23,60.57,37.17,16.58,4.77,4.74,41.11,29.21,34.52,5.94,0.44,36.77,5.949268862641865,RB,FLAT,29.32,34.45,3.85,2.13,172.02,28.95,34.43,3.63,2.45,170.49,39.08,41.13,1.92,5.59,261.61,17.514451176100266,WR,IN,39.13,40.54,1.58,0.52,245.13,38.97,40.53,1.46,0.18,245.13,38.99,45.05,5.88,3.94,304.05,20.26209515326586,WR,OUT,41.81,42.59,1.34,5.5,230.4,41.9,42.67,1.13,5.72,219.17,25.94,29.55,155.12,0.54,201.21,1.5,0,10,2,24,6
45.19,14.949999999999996,5.18,3.65,358.31,16.9179017611523,WR,SLANT,42.269999999999996,16.049999999999997,2.38,0.68,225.76,42.19,15.82,2.45,0.57,224.27,51.08,32.67999999999999,7.11,5.31,49.31,21.87306105692571,WR,OUT,49.620000000000005,35.17999999999999,6.43,1.56,310.15,50.2,35.449999999999996,6.46,1.43,299.02,45.019999999999996,34.75,4.4,2.92,165.77999999999997,17.63820002154415,WR,IN,45.230000000000004,35.19,1.3,3.99,310.72,45.34,35.15,1.04,3.67,285.45,34.45,43.959999999999994,4.87,3.12,128.91000000000003,20.1643174940289,RB,SCREEN,39.099999999999994,46.5,0.48,3.09,78.80000000000001,39.06999999999999,46.559999999999995,0.85,2.88,81.88999999999999,44.769999999999996,45.03,1.16,4.06,171.55999999999995,25.075505976948904,TE,HITCH,44.68000000000001,46.199999999999996,2.41,4.0,161.49,44.879999999999995,46.22,1.79,4.74,162.97000000000003,30.959999999999994,24.099999999999998,14.769999999999982,1.72,292.05,0.9,2,4,3,30,1
39.27,14.41,6.67,1.84,250.22,8.171321802499275,RB,FLAT,38.93,14.1,2.74,1.38,137.79,38.71,14.28,2.9,1.15,138.45,54.05,15.87,8.15,2.06,69.35,20.589718307932234,WR,POST,54.66,18.14,0.44,0.75,282.99,54.62,18.16,0.44,0.64,282.39,54.26,35.43,6.72,4.19,101.32,25.03628167280437,WR,HITCH,54.58,38.86,5.51,2.5,149.63,54.04,38.87,5.23,2.82,147.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.03,20.68,142.45,1.97,172.58,3.05,1,10,1,32,2
54.81,6.7,3.96,4.91,29.46,21.53384777507262,WR,HITCH,55.03,8.4,0.34,0.44,322.16,55.11,8.39,0.4,0.43,325.94,56.16,15.26,5.79,3.5,58.9,16.391537450770134,TE,GO,55.99,15.38,1.38,0.12,246.24,55.94,15.25,1.4,0.2,246.24,48.08,26.18,3.14,1.13,73.3,5.796835343530119,RB,ANGLE,52.83,22.73,1.8,0.8,238.81,52.72,22.58,1.72,1.04,224.51,52.13,38.8,4.78,6.01,99.53,17.281695518669455,WR,FLAT,54.68,38.29,1.35,0.34,206.49,54.71,38.42,1.33,0.42,199.68,56.92,39.64,6.18,2.47,143.57,20.932331451608537,WR,HITCH,57.3,39.95,2.72,1.41,141.29,57.12,40.14,2.59,1.87,149.28,42.56,24.41,75.57,0.77,9.06,1.91,0,2,3,40,10
90.75,12.36,6.29,1.69,32.38,22.49769988243243,WR,SLANT,90.63,13.75,0.12,1.01,273.7,90.65,13.76,0.14,0.88,277.43,87.86,13.41,4.92,5.2,20.93,20.029340977675727,WR,SLANT,90.04,14.89,0.61,0.81,286.05,90.01,14.94,0.58,0.88,283.71,91.07,21.48,7.42,0.81,81.2,16.283565334410024,WR,POST,91.13,21.56,1.86,0.51,174.92,91.13,21.37,1.89,0.55,178.4,87.65,37.64,2.71,1.9,179.4,12.286842556165524,TE,HITCH,89.64,39.85,4.67,4.49,307.76,89.99,39.55,4.51,4.7,303.61,80.74,40.0,5.46,1.74,116.12,9.916935010374926,RB,FLAT,83.46,38.14,4.62,2.12,353.69,83.19,37.74,4.56,2.21,350.07,77.58,30.6,24.78,1.94,318.68,1.73,0,6,2,25,2
59.16,7.019999999999996,1.07,5.14,14.159999999999968,21.92648854696073,WR,HITCH,59.12,6.979999999999997,1.27,0.1,45.879999999999995,59.03,6.890000000000001,1.24,0.26,42.139999999999986,51.129999999999995,17.379999999999995,5.46,2.94,122.82,8.834885398238056,RB,ANGLE,52.980000000000004,19.479999999999997,2.97,1.56,289.21,52.730000000000004,19.689999999999998,3.2,1.26,295.82,62.04,28.949999999999996,4.27,5.24,132.45,17.584749074126705,TE,IN,58.74,28.119999999999997,0.93,0.42,301.07,58.76,28.029999999999998,0.91,0.69,299.03,59.26,32.42999999999999,3.61,4.17,161.58999999999992,16.443387728810627,WR,HITCH,58.5,33.15,0.81,0.24,232.97,58.55,33.22,0.84,0.09,237.02,63.0,37.75,7.27,3.44,127.79000000000002,22.54916849908218,WR,IN,62.83,39.25,3.5,1.47,278.78,62.5,39.18,3.28,1.35,273.97,45.19,23.919999999999998,99.24000000000001,0.15,89.51999999999998,2.08,0,6,3,44,12
71.66,13.04,4.0,3.56,75.88,22.757860180605732,WR,CROSS,76.3,14.219999999999999,4.75,1.27,247.39,76.19,14.689999999999998,4.8,0.95,251.68,80.53,30.74,7.59,1.62,352.88,16.793263530356448,WR,CROSS,80.12,30.74,7.21,2.48,18.460000000000036,80.3,31.449999999999996,7.16,2.32,21.289999999999964,71.91,39.699999999999996,8.21,0.61,310.6,9.307873011596143,WR,CROSS,70.41,41.3,6.89,3.4,41.370000000000005,69.96000000000001,40.75,6.85,3.66,39.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.17,34.53,69.32,5.56,357.38,2.33,0,10,1,36,6
80.22,18.64,0.79,2.2,281.39,25.01545922025018,TE,HITCH,80.05,18.739999999999995,3.86,1.08,5.350000000000023,79.99000000000001,18.36,3.88,1.05,3.8500000000000227,88.37,19.339999999999996,7.21,3.7,344.1,31.516625771170368,WR,IN,91.95,19.419999999999995,7.61,2.1,349.65,91.9,18.659999999999997,7.51,2.68,356.6,90.06,29.729999999999997,7.99,3.45,355.36,29.903553300569484,WR,CROSS,90.93,30.24,5.32,3.3,330.9,91.11,29.729999999999997,5.54,3.41,334.14,84.7,42.81999999999999,2.55,2.38,266.11,25.801612352719356,WR,HITCH,84.3,43.209999999999994,4.65,4.24,260.84000000000003,84.75,43.379999999999995,5.07,3.59,254.05,70.91,46.31999999999999,5.47,1.55,318.81,16.17028447492498,RB,FLAT,72.18,44.64,0.3,1.58,251.86,72.17,44.629999999999995,0.1,1.82,246.94,60.46,33.98,48.97000000000003,4.0,21.24000000000001,0.53,0,14,3,40,12
85.09,9.219999999999999,4.53,1.09,69.07,22.581862190705177,TE,HITCH,85.00999999999999,9.219999999999999,1.5,4.25,313.90999999999997,85.16,9.329999999999998,1.96,4.02,318.73,80.99000000000001,14.769999999999996,0.49,3.64,359.74,15.8067390691439,WR,SCREEN,81.37,15.279999999999994,2.06,4.5,30.860000000000014,81.53,15.119999999999997,2.4,4.92,18.620000000000005,83.03,18.839999999999996,4.67,0.9,125.86000000000001,13.343526520376841,WR,OUT,82.96000000000001,19.11,3.63,3.44,126.91000000000003,83.27000000000001,19.0,3.21,3.61,130.61,82.68,38.87,2.53,0.8,110.20999999999998,12.463133634844814,WR,SLANT,83.95,38.919999999999995,0.52,1.8,249.26999999999998,83.97,38.87,0.52,1.7,249.26999999999998,83.5,45.4,4.26,1.9,110.42000000000002,18.356001743299114,RB,GO,84.37,45.48,1.53,0.88,285.81,84.37,45.31999999999999,1.65,0.76,289.5,74.72,29.279999999999998,195.38,2.67,258.65999999999997,0.1,0,2,4,28,3
107.61,11.239999999999995,6.69,1.73,232.48,18.11987030858665,TE,FLAT,109.07,11.779999999999994,4.75,2.26,42.93000000000001,108.88,12.209999999999994,4.67,2.47,50.26999999999998,113.13,13.919999999999995,6.59,5.35,142.16000000000003,20.046408655916398,WR,CORNER,114.3,14.299999999999997,3.47,2.03,255.38,114.15,14.61,3.35,2.2,259.08,114.21,28.189999999999998,7.63,3.72,123.39999999999998,17.17385221783394,WR,IN,115.82,28.929999999999996,5.37,1.27,177.23000000000002,115.56,29.409999999999997,5.32,1.31,175.0,108.03999999999999,34.44,3.19,3.0,179.98000000000002,13.731314576543639,RB,HITCH,107.9,34.53999999999999,0.85,2.31,259.32,107.87,34.48,1.12,1.44,264.13,112.76,34.89,5.3,2.97,131.93,17.92187769180451,WR,HITCH,111.95,34.15,1.16,0.94,289.34000000000003,112.04,34.06,1.46,1.96,251.61,97.17,26.049999999999997,152.35000000000002,0.58,220.24,0.68,0,4,2,4,4
40.03,10.65,6.99,1.95,107.14,18.4303255532831,WR,GO,39.94,10.45,1.04,0.63,265.82,40.05,10.43,1.03,0.3,267.58,41.86,13.27,6.66,2.09,70.05,17.25586856695426,WR,POST,42.3,12.18,6.17,2.75,29.58,42.89,12.44,6.52,2.31,36.59,39.53,47.07,5.98,3.31,62.33,21.93393033635331,WR,GO,40.53,46.35,4.97,2.1,344.69,40.22,45.98,4.68,2.6,331.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15,26.8,52.79,1.64,298.83,1.47,0,7,3,28,10
74.50999999999999,7.640000000000001,6.63,4.58,104.02999999999997,20.727645790103608,TE,GO,75.00999999999999,8.829999999999998,4.96,1.97,27.75,75.43,8.599999999999994,4.74,2.16,30.439999999999998,72.67,13.619999999999997,3.86,2.88,16.189999999999998,15.100850969399048,WR,HITCH,72.31,14.369999999999997,0.73,2.07,285.94,72.37,14.399999999999999,0.55,2.24,293.08,63.03,31.259999999999998,6.2,1.91,19.970000000000027,7.658492018667905,RB,FLAT,63.32,28.429999999999996,4.18,1.52,262.67,63.75,28.479999999999997,4.21,1.3,257.29,74.78,35.879999999999995,3.65,3.72,45.75,17.994010114479764,WR,OUT,73.14,35.39,1.35,0.3,279.84000000000003,73.1,35.519999999999996,1.36,0.29,282.56,76.15,39.449999999999996,6.0,4.37,33.870000000000005,21.479874301308197,WR,OUT,76.35,38.87,5.51,0.83,159.69000000000005,75.82,38.73,5.26,0.63,161.39,61.48,23.759999999999998,148.26,0.57,247.7,2.92,0,10,1,40,9
71.85,13.149999999999999,2.77,2.05,80.32,14.739148550713502,WR,GO,72.91,13.779999999999994,1.03,3.79,272.14,72.87,13.86,0.6,3.21,272.14,66.91,27.9,2.6,3.17,96.16000000000003,1.4763468427168482,RB,FLAT,68.44,25.679999999999996,3.16,0.47,53.110000000000014,68.16,25.509999999999998,2.93,0.35,53.110000000000014,69.53999999999999,38.62,1.15,1.87,149.73000000000002,12.420406595599035,WR,SCREEN,72.83,38.76,0.85,3.97,265.81,72.83,38.809999999999995,0.45,4.6,261.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.05,26.699999999999996,66.28999999999996,1.55,277.79,0.5,0,19,2,38,-1
32.68,4.39,6.65,2.32,98.08,26.411035572275463,WR,GO,33.08,6.16,5.46,3.77,43.27,33.59,6.04,5.08,3.87,38.84,27.2,12.39,3.76,1.81,251.36,16.91041099441406,TE,OUT,25.61,11.31,4.81,2.69,198.2,25.94,10.92,5.18,2.5,166.55,24.02,24.41,3.58,2.69,209.98,9.602270564819552,RB,ANGLE,23.57,24.88,1.44,1.87,281.47,23.67,24.97,1.16,2.17,276.22,27.51,38.12,3.83,2.63,241.8,19.58965543341689,WR,OUT,25.27,37.5,0.33,0.76,219.15,25.26,37.53,0.3,0.74,219.15,27.11,46.92,5.61,2.71,90.58,26.60922020653743,WR,GO,28.11,44.82,4.91,1.98,127.14,28.53,45.07,4.83,1.92,121.03,14.46,23.51,78.8,1.33,256.73,1.48,1,8,2,13,4
