x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0,route_ran_0,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1,route_ran_1,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2,route_ran_2,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3,route_ran_3,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4,route_ran_4,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
48.75,10.0,5.27,3.71,82.67000000000002,16.005511550712775,WR,GO,48.870000000000005,9.489999999999995,1.13,0.61,270.62,48.760000000000005,9.469999999999999,1.09,0.42,273.43,41.599999999999994,19.97,2.85,3.3,114.57,4.020572098594924,RB,FLAT,41.39,20.349999999999994,3.48,2.3,57.610000000000014,41.69,20.519999999999996,3.42,2.14,54.75999999999999,48.06999999999999,28.839999999999996,5.39,3.44,84.22000000000003,8.736978882886234,TE,GO,46.879999999999995,26.379999999999995,2.11,1.83,243.94,46.64,26.49,2.53,1.73,237.76,47.379999999999995,36.14,4.27,2.53,99.91000000000003,13.855298625435688,WR,CORNER,50.849999999999994,36.19,1.43,1.31,266.61,50.849999999999994,36.06,1.39,1.16,269.97,48.41,44.839999999999996,4.46,2.18,78.91000000000003,22.24410034143885,WR,IN,52.86,43.72,0.46,0.58,261.31,52.870000000000005,43.76,0.41,0.57,261.31,40.849999999999994,23.919999999999998,145.98000000000002,2.11,276.59000000000003,1.12,2,C
49.3,10.059999999999995,5.65,3.19,79.98000000000002,16.36001222493431,WR,GO,49.489999999999995,9.79,1.25,0.73,259.39,49.58,9.879999999999995,1.24,0.88,256.34000000000003,41.53,19.659999999999997,3.32,3.16,114.57,4.371555787131169,RB,FLAT,41.39,20.349999999999994,3.48,2.3,57.610000000000014,41.06,20.199999999999996,3.5,2.55,61.0,48.64,28.9,5.84,3.0,84.22000000000003,9.412842291252947,TE,GO,51.45,28.669999999999998,1.23,0.26,286.99,51.44,28.549999999999997,1.26,0.32,292.79,47.81,36.06,4.47,2.54,87.0,14.082020451625546,WR,CORNER,50.849999999999994,36.06,1.39,1.16,269.97,50.849999999999994,36.19,1.43,1.31,266.61,48.870000000000005,44.81999999999999,4.63,1.43,85.37,22.44342442676696,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,40.64,23.939999999999998,146.87,2.19,276.06,0.77,2,C
49.879999999999995,10.14,6.08,3.14,76.57999999999998,16.747656552485182,WR,GO,49.81,10.199999999999996,1.3,0.85,242.27,49.739999999999995,10.089999999999996,1.27,0.83,246.94,41.45,19.32,3.71,3.01,114.57,4.752946454568995,RB,FLAT,41.06,20.199999999999996,3.5,2.55,61.0,41.39,20.349999999999994,3.48,2.3,57.610000000000014,49.260000000000005,28.959999999999997,6.34,2.83,94.62,10.15606222903346,TE,GO,51.45,28.669999999999998,1.23,0.26,286.99,51.47,28.779999999999998,1.07,0.58,280.81,48.25,36.0,4.57,2.99,76.05000000000001,14.362120317000551,WR,CORNER,50.849999999999994,36.06,1.39,1.16,269.97,50.849999999999994,36.19,1.43,1.31,266.61,49.33,44.8,4.66,0.73,90.75,22.664811933920827,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,40.42,23.959999999999997,148.08999999999997,2.22,275.71,0.37,2,C
50.5,10.25,6.36,2.85,73.11000000000001,17.170002912055665,WR,GO,49.93000000000001,10.439999999999998,1.4,0.88,230.29,49.97,10.579999999999998,1.51,0.78,220.75,41.370000000000005,18.93,4.12,2.84,116.47000000000003,5.186029309597083,RB,FLAT,41.06,20.199999999999996,3.5,2.55,61.0,40.72,20.08,3.48,2.97,65.69,49.91,29.039999999999996,6.68,2.42,93.79000000000002,10.958193281741291,TE,GO,51.480000000000004,28.879999999999995,0.99,0.77,276.57,51.47,28.779999999999998,1.07,0.58,280.81,48.709999999999994,35.97,4.66,2.69,72.49000000000001,14.708857875443627,WR,CORNER,50.849999999999994,36.06,1.39,1.16,269.97,50.849999999999994,36.19,1.43,1.31,266.61,49.78,44.75,4.53,1.05,96.17000000000002,22.877084604468294,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,40.19,23.979999999999997,148.08999999999997,2.26,275.29,0.15,2,C
51.129999999999995,10.379999999999995,6.64,2.62,69.71000000000004,17.608236708995026,WR,GO,50.019999999999996,10.729999999999997,1.54,1.0,217.34,49.97,10.579999999999998,1.51,0.78,220.75,41.28,18.509999999999998,4.48,2.5,115.73000000000002,5.6441296937614736,RB,FLAT,40.72,20.08,3.48,2.97,65.69,41.06,20.199999999999996,3.5,2.55,61.0,50.59,29.129999999999995,6.93,1.85,90.54000000000002,11.794121417045023,TE,GO,51.5,28.97,0.83,1.13,271.26,51.480000000000004,28.879999999999995,0.99,0.77,276.57,49.19,36.03,4.8,3.65,68.78999999999996,15.156823545848916,WR,CORNER,50.849999999999994,36.06,1.39,1.16,269.97,50.849999999999994,36.19,1.43,1.31,266.61,50.19,44.669999999999995,4.25,2.1,90.60000000000002,23.058562400982414,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,39.97,23.999999999999996,146.89999999999998,2.2,275.03,0.34,2,C
51.790000000000006,10.549999999999997,6.85,2.58,67.84000000000003,18.0599501660442,WR,GO,50.11,11.04,1.73,0.99,209.82999999999998,50.06,10.879999999999995,1.62,1.06,213.28,41.19,18.04,4.84,2.23,108.16000000000003,6.148601467000438,RB,FLAT,40.72,20.08,3.48,2.97,65.69,40.379999999999995,19.989999999999995,3.39,3.37,73.12,51.3,29.22,7.2,1.46,87.77999999999997,12.657472101490086,TE,GO,51.540000000000006,29.109999999999996,0.6,1.27,260.47,51.56,29.15,0.43,1.47,256.43,49.67,36.129999999999995,4.89,3.82,59.75,15.648009458074847,WR,CORNER,50.849999999999994,36.19,1.43,1.31,266.61,50.849999999999994,36.06,1.39,1.16,269.97,50.56,44.55,3.9,3.33,107.75,23.197433047645596,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,39.760000000000005,24.019999999999996,146.89999999999998,2.1,273.39,0.71,2,C
52.459999999999994,10.75,7.13,2.47,65.01999999999998,18.499864864371304,WR,GO,53.879999999999995,9.39,2.14,1.52,311.91999999999996,53.739999999999995,9.239999999999995,1.94,1.46,294.28,41.11,17.549999999999997,5.06,1.74,100.57,6.650751837198559,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.72,20.08,3.48,2.97,65.69,52.03,29.319999999999997,7.44,1.35,90.01999999999998,13.540369271183124,TE,GO,52.11,29.439999999999998,0.46,0.02,246.07,52.08,29.459999999999997,0.45,0.29,241.48,50.14,36.28,5.0,3.82,56.889999999999986,16.187417953460034,WR,CORNER,50.849999999999994,36.33,1.51,1.87,263.14,50.849999999999994,36.19,1.43,1.31,266.61,50.900000000000006,44.4,3.6,4.07,119.16000000000003,23.317660688842704,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,39.56999999999999,24.019999999999996,151.16000000000003,1.89,270.35,1.36,2,C
53.150000000000006,10.969999999999999,7.29,1.97,66.90999999999997,18.956924856104692,WR,GO,54.209999999999994,9.709999999999994,2.37,0.9,338.95,54.39,9.86,2.35,0.96,337.03999999999996,41.03,17.04,5.22,1.31,91.08999999999997,7.16779603504452,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.72,20.08,3.48,2.97,65.69,52.78,29.439999999999998,7.64,1.1,90.01999999999998,14.43609365444821,TE,GO,52.349999999999994,29.269999999999996,0.4,0.67,262.3,52.33,29.31,0.37,0.8,261.5,50.61,36.48,5.15,3.68,53.84000000000003,16.760539967435413,WR,CORNER,50.879999999999995,36.47,1.38,2.13,259.62,50.849999999999994,36.33,1.51,1.87,263.14,51.18000000000001,44.209999999999994,3.37,4.57,129.36,23.375296789559698,WR,IN,52.870000000000005,43.76,0.41,0.57,261.31,52.86,43.72,0.46,0.58,261.31,39.400000000000006,24.019999999999996,151.16000000000003,1.61,269.31,1.88,2,C
53.849999999999994,11.209999999999994,7.44,1.54,69.56,19.42308162985472,WR,GO,54.59,9.979999999999997,2.33,2.21,359.51,54.39,9.86,2.35,0.96,337.03999999999996,40.959999999999994,16.519999999999996,5.32,0.94,83.25999999999999,7.6924703444342235,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,53.540000000000006,29.56,7.74,0.61,93.58999999999997,15.326307448306007,TE,GO,54.34,29.519999999999996,4.39,0.39,347.75,54.349999999999994,29.959999999999997,4.43,0.42,348.59000000000003,51.09,36.72,5.3,3.52,52.5,17.36305272698324,WR,CORNER,51.11,36.75,0.52,0.91,243.06,51.150000000000006,36.72,0.63,0.72,244.01,51.42,44.0,3.18,5.19,136.91000000000003,23.39464254909658,WR,IN,52.849999999999994,43.68,0.53,0.39,259.81,52.86,43.72,0.46,0.58,261.31,39.25,24.019999999999996,151.87,1.35,267.79,2.18,2,C
54.56,11.449999999999996,7.56,0.61,68.25,19.887936041731432,WR,GO,54.81,10.07,2.34,2.84,7.100000000000023,55.040000000000006,10.11,2.4,3.24,12.680000000000007,40.900000000000006,15.979999999999997,5.41,0.89,75.02999999999997,8.220614332274689,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,54.31,29.679999999999996,7.86,0.26,94.77999999999997,16.19499305341006,TE,GO,54.34,29.519999999999996,4.39,0.39,347.75,54.349999999999994,29.959999999999997,4.43,0.42,348.59000000000003,51.55,36.989999999999995,5.47,3.51,52.5,17.957964806736864,WR,CORNER,51.370000000000005,36.849999999999994,0.16,1.16,252.41,51.36,36.86,0.29,0.89,253.23000000000002,51.61,43.75,3.07,4.93,136.91000000000003,23.348843654451073,WR,IN,52.84,43.62,0.52,0.44,258.7,52.849999999999994,43.68,0.53,0.39,259.81,39.14,24.009999999999998,156.33999999999992,0.93,265.35,2.74,2,C
55.290000000000006,11.68,7.62,0.77,63.00999999999999,20.368377451333732,WR,GO,55.290000000000006,10.099999999999994,2.52,3.63,11.649999999999977,55.040000000000006,10.11,2.4,3.24,12.680000000000007,40.86,15.449999999999996,5.34,1.0,68.63999999999999,8.73536490365457,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,55.11,29.789999999999996,7.99,0.31,94.77999999999997,17.053026124415577,TE,GO,54.349999999999994,29.959999999999997,4.43,0.42,348.59000000000003,54.34,29.519999999999996,4.39,0.39,347.75,52.019999999999996,37.3,5.66,2.78,57.860000000000014,18.56320284864657,WR,CORNER,52.260000000000005,36.75,4.12,4.1,350.40999999999997,52.56999999999999,37.05,4.53,3.37,0.2300000000000182,51.760000000000005,43.5,2.92,4.17,135.41000000000003,23.265556086197474,WR,IN,52.84,43.56999999999999,0.56,0.52,258.7,52.84,43.62,0.52,0.44,258.7,39.06999999999999,23.999999999999996,152.60000000000002,0.48,262.26,3.33,2,C
56.02,11.89,7.64,1.49,60.90999999999997,20.839714489406997,WR,GO,55.55,10.04,2.76,3.86,14.889999999999986,55.290000000000006,10.099999999999994,2.52,3.63,11.649999999999977,40.81999999999999,14.919999999999995,5.27,1.19,63.85000000000002,9.248999945940103,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,55.92,29.869999999999997,8.15,1.13,99.88,17.85263285904911,TE,GO,54.349999999999994,29.959999999999997,4.43,0.42,348.59000000000003,54.34,29.519999999999996,4.39,0.39,347.75,52.480000000000004,37.629999999999995,5.8,1.92,65.35000000000002,19.127814825536138,WR,CORNER,52.900000000000006,37.379999999999995,4.83,2.52,9.850000000000023,52.56999999999999,37.05,4.53,3.37,0.2300000000000182,51.879999999999995,43.25,2.72,3.33,134.14999999999998,23.128227342362404,WR,IN,52.849999999999994,43.449999999999996,0.63,0.6,261.43,52.870000000000005,43.39,0.67,0.56,262.69,39.06,23.999999999999996,150.70999999999998,0.11,69.26999999999998,3.93,2,C
56.76,12.07,7.63,2.08,58.56999999999999,21.314900891160622,WR,GO,55.81999999999999,9.93,3.06,4.21,22.08000000000004,55.55,10.04,2.76,3.86,14.889999999999986,40.790000000000006,14.399999999999999,5.16,1.42,59.85000000000002,9.76559265994645,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,56.74,29.929999999999996,8.22,1.44,107.98000000000002,18.59421953188679,TE,GO,57.46,28.609999999999996,1.06,0.41,245.20999999999998,57.36,28.56,1.11,0.38,248.15,52.97,37.98,6.1,1.36,77.92000000000002,19.671837738249064,WR,CORNER,53.25,37.72,5.04,1.69,15.100000000000023,52.900000000000006,37.379999999999995,4.83,2.52,9.850000000000023,51.97,43.019999999999996,2.46,2.77,135.43,22.942964063084787,WR,IN,52.89,43.31999999999999,0.71,0.53,265.57,52.91,43.25,0.74,0.55,266.56,39.11,24.019999999999996,147.11,0.68,79.69999999999999,4.16,2,C
57.52,12.219999999999999,7.63,2.74,56.610000000000014,21.79377204616035,WR,GO,56.1,9.769999999999996,3.36,3.82,22.08000000000004,55.81999999999999,9.93,3.06,4.21,22.08000000000004,40.769999999999996,13.89,5.02,1.6,55.91999999999996,10.269182051166485,RB,FLAT,40.379999999999995,19.989999999999995,3.39,3.37,73.12,40.040000000000006,19.959999999999994,3.38,3.85,74.32,57.58,29.979999999999997,8.3,1.72,113.86000000000001,19.306488546600082,TE,GO,57.91,28.839999999999996,0.97,0.42,240.38,58.0,28.869999999999997,0.95,0.48,240.38,53.47,38.339999999999996,6.21,0.71,74.73000000000002,20.194989477590727,WR,CORNER,53.629999999999995,38.06999999999999,5.11,0.87,21.99000000000001,54.0,38.4,5.06,0.61,26.850000000000023,52.03,42.809999999999995,2.15,2.49,142.45,22.7302727656313,WR,IN,52.94,43.18,0.78,0.61,266.56,52.91,43.25,0.74,0.55,266.56,39.209999999999994,24.039999999999996,138.99,1.24,75.49000000000001,4.13,2,C
