x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,receiver_type_0_TE,receiver_type_0_QB,receiver_type_0_RB,receiver_type_0_FB,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,receiver_type_1_TE,receiver_type_1_QB,receiver_type_1_RB,receiver_type_1_FB,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_WR,receiver_type_2_TE,receiver_type_2_QB,receiver_type_2_RB,receiver_type_2_FB,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_WR,receiver_type_3_TE,receiver_type_3_QB,receiver_type_3_RB,receiver_type_3_FB,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4_WR,receiver_type_4_TE,receiver_type_4_QB,receiver_type_4_RB,receiver_type_4_FB,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
106.78,18.7,3.93,3.39,31.32,9.531552864040572,1,0,0,0,0,108.72,17.58,1.29,2.48,332.85,108.79,17.71,1.68,2.77,340.64,100.59,27.72,3.18,2.35,49.85,1.7548219282878772,0,0,0,1,0,100.75,26.17,0.83,1.39,269.32,100.84,26.18,1.02,1.3,272.06,105.32,28.66,4.11,2.29,171.85,3.4839776118683603,0,1,0,0,0,105.44,27.94,1.42,0.8,258.73,105.31,27.92,1.34,0.94,258.0,103.22,31.28,8.41,2.74,20.23,4.327135311034311,1,0,0,0,0,102.94,28.83,1.42,1.76,188.37,102.82,28.84,1.14,2.12,195.54,106.07,34.8,4.17,3.45,310.34,8.635704950957965,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,102.22,27.07,311.67,3.8,279.36,2.1,1.0,1
107.16,18.87,4.31,3.15,25.44,9.84178845535708,1,0,0,0,0,109.06,18.91,5.79,2.72,208.42,108.99,19.48,5.37,2.9,209.6,100.84,27.95,3.45,2.05,50.48,1.2806248474865702,0,0,0,1,0,102.46,28.25,0.92,0.18,166.67,102.48,28.15,0.94,0.29,165.53,105.42,28.24,4.4,2.04,180.63,3.7422586762542203,0,1,0,0,0,105.44,27.94,1.42,0.8,258.73,105.58,27.95,1.53,0.49,255.09,103.48,32.08,8.49,2.49,22.43,5.195623158005207,1,0,0,0,0,102.94,28.83,1.42,1.76,188.37,103.06,28.81,1.72,1.24,172.36,106.47,34.62,4.54,2.99,311.75,8.78850385446806,1,0,0,0,0,109.64,34.43,1.83,1.09,262.7,109.66,34.61,1.86,1.22,261.07,101.84,27.15,326.57,3.98,281.11,1.74,1.0,1
107.57,19.09,4.74,3.42,36.54,10.190019627066473,1,0,0,0,0,108.99,19.48,5.37,2.9,209.6,109.06,18.91,5.79,2.72,208.42,105.52,27.79,4.72,2.19,179.83,4.118252056394798,0,1,0,0,0,105.44,27.94,1.42,0.8,258.73,105.58,27.95,1.53,0.49,255.09,101.09,28.2,3.63,1.74,46.89,1.031212878119738,0,0,0,1,0,102.46,28.25,0.92,0.18,166.67,102.46,28.34,0.9,0.24,168.05,103.76,32.88,8.49,2.18,23.24,6.107773735167345,1,0,0,0,0,103.06,28.81,1.72,1.24,172.36,102.94,28.83,1.42,1.76,188.37,106.9,34.41,4.85,2.61,314.47,9.020199554333598,1,0,0,0,0,109.64,34.43,1.83,1.09,262.7,109.64,34.24,1.78,1.01,262.7,101.44,27.23,338.61,4.12,282.33,1.3,1.0,1
107.99,19.37,5.15,3.94,38.35,10.559592795179169,1,0,0,0,0,108.99,19.48,5.37,2.9,209.6,108.94,20.0,4.98,2.89,210.82,105.61,27.31,4.99,2.19,178.13,4.5700109409059335,0,1,0,0,0,105.58,27.95,1.53,0.49,255.09,105.44,27.94,1.42,0.8,258.73,101.34,28.47,3.71,1.58,36.51,1.1884864324004691,0,0,0,1,0,102.46,28.34,0.9,0.24,168.05,102.47,28.44,0.82,0.44,173.16,104.07,33.68,8.49,2.03,24.26,7.044891766379375,1,0,0,0,0,103.06,28.81,1.72,1.24,172.36,102.94,28.83,1.42,1.76,188.37,107.34,34.17,5.09,2.51,321.31,9.306583691129628,1,0,0,0,0,109.64,34.24,1.78,1.01,262.7,109.65,34.07,1.71,0.85,261.64,101.04,27.32,0.59,4.15,284.03,0.97,1.0,1
108.42,19.68,5.47,4.07,33.9,10.988475781472156,1,0,0,0,0,108.99,19.48,5.37,2.9,209.6,108.94,20.0,4.98,2.89,210.82,105.7,26.81,5.24,1.93,179.25,5.107768593035522,0,1,0,0,0,105.67,25.7,1.45,0.62,269.05,105.52,25.7,1.52,0.32,271.46,101.57,28.75,3.68,1.84,26.36,1.620493751916371,0,0,0,1,0,102.49,28.61,0.71,0.89,178.68,102.48,28.53,0.76,0.64,175.74,107.78,33.9,5.27,2.37,323.0,9.642790052676666,1,0,0,0,0,109.65,34.07,1.71,0.85,261.64,109.64,34.24,1.78,1.01,262.7,104.39,34.47,8.49,1.76,24.26,7.981177857935508,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,100.63,27.43,16.07,4.13,284.23,0.62,1.0,1
108.84,20.04,5.74,3.8,26.2,11.404389505799957,1,0,0,0,0,108.94,20.0,4.98,2.89,210.82,108.89,20.48,4.54,2.78,220.43,105.79,26.27,5.54,1.9,180.44,5.691230095506606,0,1,0,0,0,105.82,25.69,1.29,1.01,278.63,105.67,25.7,1.45,0.62,269.05,101.76,29.05,3.54,2.8,15.43,2.1496046148071115,0,0,0,1,0,102.51,28.68,0.66,1.22,181.86,102.54,28.74,0.59,1.61,187.89,108.23,33.61,5.39,2.17,323.0,10.040244020938939,1,0,0,0,0,109.68,33.9,1.64,0.72,261.64,109.65,34.07,1.71,0.85,261.64,104.72,35.25,8.47,1.56,20.61,8.925738064720475,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,100.24,27.53,31.19,4.05,284.53,0.85,1.0,1
109.27,20.45,6.07,3.75,22.04,11.836405704435782,1,0,0,0,0,109.64,20.37,3.98,0.54,354.98,108.89,20.48,4.54,2.78,220.43,105.87,25.71,5.82,1.84,184.14,6.3092392568359665,0,1,0,0,0,105.82,25.69,1.29,1.01,278.63,105.94,25.7,1.12,1.33,278.63,101.91,29.36,3.4,3.32,0.56,2.6824242766572164,0,0,0,1,0,102.58,28.79,0.65,1.87,191.67,102.54,28.74,0.59,1.61,187.89,108.67,33.28,5.53,2.24,325.69,10.466068985058339,1,0,0,0,0,109.76,33.6,1.46,0.96,259.52,109.8,33.46,1.35,1.14,259.52,105.05,36.03,8.4,1.23,14.7,9.874011342914288,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,99.86,27.63,43.25,3.86,284.43,1.4,1.0,1
109.68,20.92,6.37,3.89,19.83,12.242238357424679,1,0,0,0,0,109.78,20.75,4.08,0.95,354.98,109.93,21.13,4.1,0.83,354.98,105.96,25.13,6.05,1.66,184.14,6.959863504408684,0,1,0,0,0,105.94,25.7,1.12,1.33,278.63,106.05,25.7,0.8,0.93,282.41,102.03,29.67,3.25,3.48,349.03,3.1942761308315246,0,0,0,1,0,102.58,28.79,0.65,1.87,191.67,102.64,28.82,0.75,2.25,193.42,109.09,32.93,5.45,2.6,330.58,10.91385358157237,1,0,0,0,0,109.88,33.23,1.04,1.57,260.29,109.91,33.14,0.86,1.67,260.29,105.38,36.8,8.32,1.26,9.98,10.817615264003427,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,99.5,27.72,51.15,3.62,284.19,1.93,1.0,1
110.08,21.43,6.69,3.76,23.34,12.623414751959944,1,0,0,0,0,110.09,21.51,4.1,0.81,354.98,109.93,21.13,4.1,0.83,354.98,106.06,24.52,6.26,1.38,183.13,7.622315921030826,0,1,0,0,0,106.36,25.61,0.14,0.3,188.66,106.37,25.61,0.19,0.23,188.66,102.1,29.97,3.04,3.58,341.75,3.658004920718389,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.58,28.79,0.65,1.87,191.67,109.48,32.56,5.31,2.84,332.08,11.364176168997032,1,0,0,0,0,109.97,32.97,0.03,0.55,256.18,109.97,32.98,0.14,0.78,256.83,105.69,37.56,8.25,1.44,6.4,11.754097158012604,1,0,0,0,0,109.3,36.21,0.31,0.5,194.6,109.34,36.21,0.37,0.42,194.6,99.17,27.78,70.24,3.2,281.34,2.92,1.0,1
110.47,21.99,6.95,3.13,24.47,12.97820095390729,1,0,0,0,0,110.3,22.0,2.4,0.54,294.54,110.42,21.8,2.41,0.98,295.13,106.18,23.89,6.51,1.56,181.0,8.295396313618786,0,1,0,0,0,106.36,25.61,0.14,0.3,188.66,106.44,25.6,0.23,0.16,196.98,102.12,30.28,3.0,3.45,335.84,4.062031511448437,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.58,28.79,0.65,1.87,191.67,109.84,32.18,5.14,2.92,330.69,11.791696230822781,1,0,0,0,0,109.97,32.97,0.03,0.55,256.18,109.97,32.98,0.14,0.78,256.83,106.0,38.32,8.12,1.71,2.4,12.678111058040157,1,0,0,0,0,109.39,39.73,2.37,1.19,243.78,109.48,39.52,2.22,1.41,244.95,98.88,27.83,85.04,2.82,278.12,3.46,1.0,1
110.86,22.59,7.16,2.42,24.47,13.33549399160001,1,0,0,0,0,110.57,22.74,4.5,0.55,349.07,110.41,22.31,4.32,0.23,351.08,106.32,23.24,6.78,1.85,186.44,8.988242319830942,0,1,0,0,0,106.44,25.6,0.23,0.16,196.98,106.36,25.61,0.14,0.3,188.66,102.1,30.56,2.85,3.23,327.41,4.412493626057715,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,110.16,31.81,4.84,2.96,333.67,12.206760421995671,1,0,0,0,0,110.41,32.93,0.69,0.34,245.96,110.48,32.92,0.71,0.36,247.78,106.3,39.08,8.06,1.64,4.27,13.602371116831062,1,0,0,0,0,109.21,40.2,2.6,0.76,238.42,109.3,39.96,2.5,0.93,240.28,98.61,27.86,89.6,2.49,274.28,3.52,1.0,1
106.49,22.57,6.96,1.79,188.02,9.666033312584839,0,1,0,0,0,108.81,22.29,2.43,2.26,274.64,108.83,22.52,2.1,2.27,283.6,111.24,23.21,7.36,1.99,22.17,13.656064586841982,1,0,0,0,0,110.72,23.17,4.59,0.81,350.68,110.84,23.63,4.77,1.65,348.5,102.07,30.83,2.72,2.88,321.02,4.721207472670514,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,110.45,31.46,4.29,3.87,341.19,12.57626733176422,1,0,0,0,0,110.63,32.89,0.75,0.41,250.33,110.71,32.88,0.79,0.33,250.33,106.59,39.83,7.96,1.66,3.5,14.503689185858883,1,0,0,0,0,109.14,40.46,2.73,1.22,234.6,109.07,40.73,2.84,1.66,230.41,98.4,27.86,123.91,1.93,266.27,4.32,1.0,1
106.67,21.89,7.14,1.56,189.22,10.32071702935411,0,1,0,0,0,108.8,22.01,2.78,2.36,264.97,108.81,21.69,3.27,2.77,248.84,111.61,23.85,7.51,1.56,22.17,13.959398267833748,1,0,0,0,0,112.13,23.58,1.62,0.38,236.04,112.04,23.44,1.64,0.22,236.04,102.0,31.09,2.57,2.51,304.81,4.984024478270545,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,110.7,31.14,3.85,4.22,344.59,12.901821576816198,1,0,0,0,0,111.29,30.28,0.75,7.23,310.04,111.36,30.28,0.81,7.09,303.11,106.86,40.57,7.89,1.63,3.5,15.3878036119519,1,0,0,0,0,109.07,40.73,2.84,1.66,230.41,109.03,41.02,2.93,1.92,226.48,98.23,27.83,136.55,1.5,255.59,4.5,1.0,1
106.88,21.19,7.34,1.4,188.58,10.970004557884192,0,1,0,0,0,108.82,21.32,3.72,2.89,238.68,108.85,20.92,4.11,2.78,229.25,111.99,24.52,7.65,0.95,23.21,14.25769967421112,1,0,0,0,0,112.51,24.34,1.11,0.78,247.88,112.47,24.23,1.25,0.88,244.33,110.91,30.84,3.43,4.16,347.67,13.16068387280843,1,0,0,0,0,111.29,30.28,0.75,7.23,310.04,111.36,30.28,0.81,7.09,303.11,101.93,31.32,2.39,2.31,285.8,5.208070660042935,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,107.12,41.31,7.78,1.66,4.96,16.255491379838386,1,0,0,0,0,109.01,41.32,2.99,1.82,224.75,109.01,41.63,3.13,2.16,221.93,98.11,27.78,144.19,1.17,238.72,4.53,1.0,1
107.1,20.48,7.47,1.21,189.96,11.5990430639773,0,1,0,0,0,108.89,20.48,4.54,2.78,220.43,108.85,20.92,4.11,2.78,229.25,112.36,25.19,7.74,0.61,21.7,14.549890033948708,1,0,0,0,0,112.76,25.42,4.78,1.52,199.24,112.77,24.93,4.81,1.39,195.34,111.1,30.58,3.06,3.76,351.22,13.381397535384703,1,0,0,0,0,111.29,30.28,0.75,7.23,310.04,111.36,30.28,0.81,7.09,303.11,101.85,31.53,2.2,1.89,265.53,5.402295808265219,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,107.38,42.04,7.66,1.69,8.68,17.11056398836695,1,0,0,0,0,109.05,41.95,3.23,2.28,221.93,109.01,41.63,3.13,2.16,221.93,98.03,27.71,148.15,1.04,216.55,4.09,1.0,1
107.33,19.76,7.58,0.86,192.18,12.20839874840267,0,1,0,0,0,108.94,20.0,4.98,2.89,210.82,108.99,19.48,5.37,2.9,209.6,112.73,25.88,7.84,0.39,15.69,14.851107702794428,1,0,0,0,0,112.73,25.89,4.76,1.74,206.66,112.76,25.42,4.78,1.52,199.24,111.27,30.34,2.75,3.28,356.06,13.567497927031344,1,0,0,0,0,111.29,30.28,0.75,7.23,310.04,111.36,30.28,0.81,7.09,303.11,101.78,31.73,1.98,1.9,246.85,5.604855038268161,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,107.63,42.76,7.49,1.82,16.37,17.962321676219915,1,0,0,0,0,109.11,42.27,3.33,2.2,220.3,109.2,42.6,3.42,1.83,219.3,97.98,27.61,151.24,1.07,196.41,3.51,1.0,1
107.58,19.03,7.77,0.63,192.92,12.817382728154763,0,1,0,0,0,108.99,19.48,5.37,2.9,209.6,109.06,18.91,5.79,2.72,208.42,113.1,26.58,7.86,0.56,12.54,15.167926687586542,1,0,0,0,0,112.7,26.37,4.71,1.71,216.48,112.64,26.83,4.62,1.67,225.35,111.42,30.13,2.46,2.86,358.09,13.714536084024141,1,0,0,0,0,111.44,30.2,1.45,6.71,292.27,111.55,30.06,2.07,6.04,289.98,101.72,31.9,1.72,2.07,224.29,5.787711119259497,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,107.88,43.46,7.28,2.15,22.65,18.791700295609232,1,0,0,0,0,109.3,42.93,3.48,1.44,219.3,109.41,43.26,3.55,1.27,221.57,97.96,27.5,154.26,1.17,187.3,2.53,1.0,1
107.83,18.27,7.91,0.3,195.47,13.43899177765951,0,1,0,0,0,108.87,17.88,2.02,2.95,341.66,108.79,17.71,1.68,2.77,340.64,113.47,27.28,7.85,0.88,7.99,15.52032216160476,1,0,0,0,0,112.56,27.28,4.54,1.66,233.94,112.64,26.83,4.62,1.67,225.35,111.57,29.95,2.2,2.57,358.09,13.860349923432661,1,0,0,0,0,111.55,30.06,2.07,6.04,289.98,111.67,29.85,2.68,5.2,283.51,101.67,32.04,1.36,2.43,211.07,5.962717501274062,0,0,0,1,0,102.64,28.82,0.75,2.25,193.42,102.72,28.84,0.94,2.27,194.65,108.13,44.13,7.06,2.41,28.73,19.600890285902832,1,0,0,0,0,109.54,43.59,3.61,0.89,223.94,109.41,43.26,3.55,1.27,221.57,97.95,27.38,154.26,1.32,180.8,1.86,1.0,1
